"F [1427,1656] var1","Finally [1427,1656] var1","{'eventually': {'bound': (1427, 1656), 'expression': 'var1'}}","The formula states that eventually, from time 1427 to 1656, var1 will be true."
"(F [994,1639] F [1875,1949] var236 until [1783,1831] G [805,1223] ((var237 && var238)))","(Finally [994,1639] Finally [1875,1949] var236 until [1783,1831] Always [805,1223] ((var237 and var238)))","{'until': {'bound': (1783, 1831), 'expressions': [{'eventually': {'bound': (994, 1639), 'expression': {'eventually': {'bound': (1875, 1949), 'expression': 'var236'}}}}, {'globally': {'bound': (805, 1223), 'expression': {'and': ['var237', 'var238']}}}]}}","The formula represents ""From time 917 to 1016, it is globally true that either from time 1653 to 1993, var232 eventually holds true or from time 1507 to 1848, var233 eventually holds true."""
"(F [958,1845] (var239 || var240) && ((var241 && var242) || (var243 until [1351,1376] var244)))","(Finally [958,1845] (var239 or var240) and ((var241 and var242) or (var243 until [1351,1376] var244)))","{'and': [{'eventually': {'bound': (958, 1845), 'expression': {'or': ['var239', 'var240']}}}, {'or': [{'and': ['var241', 'var242']}, {'until': {'bound': (1351, 1376), 'expressions': ['var243', 'var244']}}]}]}","The formula represents a globally bound event that occurs from time 230 to 363, and within that event, there is an eventually bound event that occurs from time 1694 to 1785, and within that event, there is an until bound event that occurs from time 888 to 1502, involving variables var234 and var235."
"G [1046,1743] (G [1015,1763] (F [319,434] var245))","Always [1046,1743] (Always [1015,1763] (Finally [319,434] var245))","{'globally': {'bound': (1046, 1743), 'expression': {'globally': {'bound': (1015, 1763), 'expression': {'eventually': {'bound': (319, 434), 'expression': 'var245'}}}}}}","The formula describes a condition that holds from time 994 to 1639, and then from time 1875 to 1949, the variable var236 eventually holds. This condition is true until time 1783 to 1831, where the variable var237 and var238 are both true from time 805 to 1223."
"(not not var246   until [830,1345] not (var247 && var248) )","(not not var246   until [830,1345] not (var247 and var248) )","{'until': {'bound': (830, 1345), 'expressions': [{'not': {'not': 'var246'}}, {'not': {'and': ['var247', 'var248']}}]}}","From time 958 to 1845, eventually either var239 or var240 must be true, and at the same time, either var241 and var242 must be true or var243 must be true until time 1351 to 1376 when var244 becomes true."
"G [1098,1624] (G [1103,1335] (G [1882,1950] (var249)))","Always [1098,1624] (Always [1103,1335] (Always [1882,1950] (var249)))","{'globally': {'bound': (1098, 1624), 'expression': {'globally': {'bound': (1103, 1335), 'expression': {'globally': {'bound': (1882, 1950), 'expression': 'var249'}}}}}}","The formula is a globally operator that is bounded from time 1046 to 1743. Inside this globally operator, there is another globally operator that is bounded from time 1015 to 1763. Inside this second globally operator, there is an eventually operator that is bounded from time 319 to 434 and its expression is a variable named var245."
"G [66,783] (((var250 && var251) || not var252 ))","Always [66,783] (((var250 and var251) or not var252 ))","{'globally': {'bound': (66, 783), 'expression': {'or': [{'and': ['var250', 'var251']}, {'not': 'var252'}]}}}","The formula states that var246 is not false from time 830 to 1345, until both var247 and var248 are not true."
"(F [1158,1725] (var253 until [69,1494] var254) || ((var255 until [981,1925] var256) until [1714,1957] (var257 || var258)))","(Finally [1158,1725] (var253 until [69,1494] var254) or ((var255 until [981,1925] var256) until [1714,1957] (var257 or var258)))","{'or': [{'eventually': {'bound': (1158, 1725), 'expression': {'until': {'bound': (69, 1494), 'expressions': ['var253', 'var254']}}}}, {'until': {'bound': (1714, 1957), 'expressions': [{'until': {'bound': (981, 1925), 'expressions': ['var255', 'var256']}}, {'or': ['var257', 'var258']}]}}]}","The formula holds from time 1098 to 1624, and within that time interval, it also holds from time 1103 to 1335, and within that subinterval, it further holds from time 1882 to 1950. The formula specifies the variable 'var249'."
"(G [1432,1546] (not var259 ) && not not var260  )","(Always [1432,1546] (not var259 ) and not not var260  )","{'and': [{'globally': {'bound': (1432, 1546), 'expression': {'not': 'var259'}}}, {'not': {'not': 'var260'}}]}",The formula is true from time 66 to 783 if either var250 and var251 are true or var252 is false.
"not F [880,1383] not (var261 until [701,1453] var262)  ","not Finally [880,1383] not (var261 until [701,1453] var262)  ","{'not': {'eventually': {'bound': (880, 1383), 'expression': {'not': {'until': {'bound': (701, 1453), 'expressions': ['var261', 'var262']}}}}}}","The formula describes an event that occurs from time 1158 to 1725 where either var253 continues until time 1494 or var255 continues until time 1925, and then either var257 or var258 occurs from time 1714 to 1957."
"(G [749,1007] ((not var263  || (var264 || var265))) until [1591,1869] G [1833,1930] (((var266 || var267) || F [1081,1721] var268)))","(Always [749,1007] ((not var263  or (var264 or var265))) until [1591,1869] Always [1833,1930] (((var266 or var267) or Finally [1081,1721] var268)))","{'until': {'bound': (1591, 1869), 'expressions': [{'globally': {'bound': (749, 1007), 'expression': {'or': [{'not': 'var263'}, {'or': ['var264', 'var265']}]}}}, {'globally': {'bound': (1833, 1930), 'expression': {'or': [{'or': ['var266', 'var267']}, {'eventually': {'bound': (1081, 1721), 'expression': 'var268'}}]}}}]}}",The formula is true from time 1432 to 1546 if 'var259' is false and 'var260' is true.
"not not F [1981,1995] (var269 until [1739,1780] var270)  ","not not Finally [1981,1995] (var269 until [1739,1780] var270)  ","{'not': {'not': {'eventually': {'bound': (1981, 1995), 'expression': {'until': {'bound': (1739, 1780), 'expressions': ['var269', 'var270']}}}}}}","The formula is describing a negated event that occurs from time 880 to 1383, which is not followed by the event of var261 occurring until from time 701 to 1453, followed by the event of var262 occurring."
"(G [1158,1323] (not G [1479,1752] (var271) ) || F [1981,1993] ((var272 && var273) && (var274 || var275)))","(Always [1158,1323] (not Always [1479,1752] (var271) ) or Finally [1981,1993] ((var272 and var273) and (var274 or var275)))","{'or': [{'globally': {'bound': (1158, 1323), 'expression': {'not': {'globally': {'bound': (1479, 1752), 'expression': 'var271'}}}}}, {'eventually': {'bound': (1981, 1993), 'expression': {'and': [{'and': ['var272', 'var273']}, {'or': ['var274', 'var275']}]}}}]}","The formula holds from time 749 to 1007 globally, either var263 is false or either var264 or var265 is true, until from time 1591 to 1869 globally, either var266 or var267 is true or eventually from time 1081 to 1721, var268 is true."
"((F [1436,1532] not var276  until [1533,1727] ((var277 || var278) && G [1825,1976] (var279))) until [419,917] G [819,1353] ((G [437,481] (var280) until [1573,1691] not var281 )))","((Finally [1436,1532] not var276  until [1533,1727] ((var277 or var278) and Always [1825,1976] (var279))) until [419,917] Always [819,1353] ((Always [437,481] (var280) until [1573,1691] not var281 )))","{'until': {'bound': (419, 917), 'expressions': [{'until': {'bound': (1533, 1727), 'expressions': [{'eventually': {'bound': (1436, 1532), 'expression': {'not': 'var276'}}}, {'and': [{'or': ['var277', 'var278']}, {'globally': {'bound': (1825, 1976), 'expression': 'var279'}}]}]}}, {'globally': {'bound': (819, 1353), 'expression': {'until': {'bound': (1573, 1691), 'expressions': [{'globally': {'bound': (437, 481), 'expression': 'var280'}}, {'not': 'var281'}]}}}}]}}","The formula is a negation of a negation of the event F, which occurs from time 1981 to 1995, until the event var269 occurs from time 1739 to 1780, followed by the event var270."
"(not (not var282  || not var283 )  && (F [1276,1466] F [615,745] var284 || ((var285 until [1271,1578] var286) until [934,1877] not var287 )))","(not (not var282  or not var283 )  and (Finally [1276,1466] Finally [615,745] var284 or ((var285 until [1271,1578] var286) until [934,1877] not var287 )))","{'and': [{'not': {'or': [{'not': 'var282'}, {'not': 'var283'}]}}, {'or': [{'eventually': {'bound': (1276, 1466), 'expression': {'eventually': {'bound': (615, 745), 'expression': 'var284'}}}}, {'until': {'bound': (934, 1877), 'expressions': [{'until': {'bound': (1271, 1578), 'expressions': ['var285', 'var286']}}, {'not': 'var287'}]}}]}]}","The formula holds from time 1158 to 1323 if it is not the case that the formula holds from time 1479 to 1752 for var271, or from time 1981 to 1993 both var272 and var273 hold true and either var274 or var275 holds true."
"(not G [1863,1966] ((var288 && var289))  || (F [382,1059] (var290 && var291) && G [1657,1757] (G [722,1173] (var292))))","(not Always [1863,1966] ((var288 and var289))  or (Finally [382,1059] (var290 and var291) and Always [1657,1757] (Always [722,1173] (var292))))","{'or': [{'not': {'globally': {'bound': (1863, 1966), 'expression': {'and': ['var288', 'var289']}}}}, {'and': [{'eventually': {'bound': (382, 1059), 'expression': {'and': ['var290', 'var291']}}}, {'globally': {'bound': (1657, 1757), 'expression': {'globally': {'bound': (722, 1173), 'expression': 'var292'}}}}]}]}","The formula represents a temporal logic expression that specifies a sequence of events and conditions occurring within specific time intervals. It combines operators such as ""until,"" ""not,"" ""and,"" ""or,"" ""globally,"" and ""eventually"" to define the temporal relationships between different events and conditions. The formula describes a complex pattern of events and conditions happening from time 1436 to 1976, with specific sub-patterns occurring from time 1533 to 1727 and from time 419 to 917."
"((G [191,1656] (G [1891,1932] (var293)) || ((var294 || var295) && F [225,1923] var296)) && G [632,1165] ((not var297  || F [52,1560] var298)))","((Always [191,1656] (Always [1891,1932] (var293)) or ((var294 or var295) and Finally [225,1923] var296)) and Always [632,1165] ((not var297  or Finally [52,1560] var298)))","{'and': [{'or': [{'globally': {'bound': (191, 1656), 'expression': {'globally': {'bound': (1891, 1932), 'expression': 'var293'}}}}, {'and': [{'or': ['var294', 'var295']}, {'eventually': {'bound': (225, 1923), 'expression': 'var296'}}]}]}, {'globally': {'bound': (632, 1165), 'expression': {'or': [{'not': 'var297'}, {'eventually': {'bound': (52, 1560), 'expression': 'var298'}}]}}}]}","The formula describes a logical statement involving several variables, time intervals, and logical operators. It specifies that the result should be true if the negation of (var282 or var283) is false, and either the event var284 occurs within the time interval from 1276 to 1466 or the expression (var285 until var286) holds true within the time interval from 934 to 1877, while not(var287) is true."
"(((G [989,1815] (var299) || F [1632,1646] var300) && F [1994,2000] G [1343,1468] (var301)) && (not G [1757,1809] (var302)  until [389,1458] F [709,1308] (var303 until [1738,1773] var304)))","(((Always [989,1815] (var299) or Finally [1632,1646] var300) and Finally [1994,2000] Always [1343,1468] (var301)) and (not Always [1757,1809] (var302)  until [389,1458] Finally [709,1308] (var303 until [1738,1773] var304)))","{'and': [{'and': [{'or': [{'globally': {'bound': (989, 1815), 'expression': 'var299'}}, {'eventually': {'bound': (1632, 1646), 'expression': 'var300'}}]}, {'eventually': {'bound': (1994, 2000), 'expression': {'globally': {'bound': (1343, 1468), 'expression': 'var301'}}}}]}, {'until': {'bound': (389, 1458), 'expressions': [{'not': {'globally': {'bound': (1757, 1809), 'expression': 'var302'}}}, {'eventually': {'bound': (709, 1308), 'expression': {'until': {'bound': (1738, 1773), 'expressions': ['var303', 'var304']}}}}]}}]}","The formula is a disjunction of two expressions. The first expression is a negation of a globally bounded conjunction of two variables from time 1863 to 1966. The second expression is a conjunction of two sub-expressions. The first sub-expression is an eventual bounded conjunction of two variables from time 382 to 1059. The second sub-expression is a globally bounded globally bounded variable from time 1657 to 1757, which is further nested within a globally bounded variable from time 722 to 1173."
"F [1442,1952] (G [1705,1772] ((var305 && var306)) && F [742,1193] G [1226,1972] (var307))","Finally [1442,1952] (Always [1705,1772] ((var305 and var306)) and Finally [742,1193] Always [1226,1972] (var307))","{'eventually': {'bound': (1442, 1952), 'expression': {'and': [{'globally': {'bound': (1705, 1772), 'expression': {'and': ['var305', 'var306']}}}, {'eventually': {'bound': (742, 1193), 'expression': {'globally': {'bound': (1226, 1972), 'expression': 'var307'}}}}]}}}","From time 191 to 1656, globally from time 1891 to 1932 the variable var293 holds true, or either var294 or var295 hold true and eventually from time 225 to 1923 the variable var296 holds true, and globally from time 632 to 1165, either the variable var297 is false or eventually from time 52 to 1560 the variable var298 holds true."
"F [933,1497] G [1054,1076] (F [614,1826] G [314,1537] (var308))","Finally [933,1497] Always [1054,1076] (Finally [614,1826] Always [314,1537] (var308))","{'eventually': {'bound': (933, 1497), 'expression': {'globally': {'bound': (1054, 1076), 'expression': {'eventually': {'bound': (614, 1826), 'expression': {'globally': {'bound': (314, 1537), 'expression': 'var308'}}}}}}}}","The formula describes a logical expression involving the operators ""globally"", ""eventually"", ""and"", ""or"", ""not"", and ""until"". It specifies conditions for variables var299, var300, var301, var302, var303, and var304. The expression is evaluated from time 989 to 1815 for var299, from time 1632 to 1646 for var300, from time 1994 to 2000 for var301, from time 1343 to 1468 for the nested globally expression of var301, from time 1757 to 1809 for var302, and from time 389 to 1458 for the until expression involving var303 and var304."
"((F [6,499] (var309 || var310) && F [42,1582] (var311 until [1716,1783] var312)) || (not (var313 || var314)  || ((var315 || var316) until [308,1590] (var317 && var318))))","((Finally [6,499] (var309 or var310) and Finally [42,1582] (var311 until [1716,1783] var312)) or (not (var313 or var314)  or ((var315 or var316) until [308,1590] (var317 and var318))))","{'or': [{'and': [{'eventually': {'bound': (6, 499), 'expression': {'or': ['var309', 'var310']}}}, {'eventually': {'bound': (42, 1582), 'expression': {'until': {'bound': (1716, 1783), 'expressions': ['var311', 'var312']}}}}]}, {'or': [{'not': {'or': ['var313', 'var314']}}, {'until': {'bound': (308, 1590), 'expressions': [{'or': ['var315', 'var316']}, {'and': ['var317', 'var318']}]}}]}]}","The formula holds true from time 1442 to 1952, and within that time interval, it is guaranteed that from time 1705 to 1772, both var305 and var306 are true, and from time 742 to 1193, it is guaranteed that from time 1226 to 1972, var307 is always true."
"((F [1926,1961] (var319 && var320) until [677,875] not not var321  ) until [1208,1260] (F [1032,1376] G [786,1860] (var322) && F [1894,1920] not var323 ))","((Finally [1926,1961] (var319 and var320) until [677,875] not not var321  ) until [1208,1260] (Finally [1032,1376] Always [786,1860] (var322) and Finally [1894,1920] not var323 ))","{'until': {'bound': (1208, 1260), 'expressions': [{'until': {'bound': (677, 875), 'expressions': [{'eventually': {'bound': (1926, 1961), 'expression': {'and': ['var319', 'var320']}}}, {'not': {'not': 'var321'}}]}}, {'and': [{'eventually': {'bound': (1032, 1376), 'expression': {'globally': {'bound': (786, 1860), 'expression': 'var322'}}}}, {'eventually': {'bound': (1894, 1920), 'expression': {'not': 'var323'}}}]}]}}","The formula states that from time 933 to 1497, it is guaranteed that from time 1054 to 1076, it will eventually be the case that from time 614 to 1826, it is guaranteed that from time 314 to 1537, the variable 'var308' holds."
"(not ((var324 && var325) until [372,1843] not var326 )  || (((var327 || var328) until [41,1397] not var329 ) until [1146,1968] G [616,1236] ((var330 until [1643,1956] var331))))","(not ((var324 and var325) until [372,1843] not var326 )  or (((var327 or var328) until [41,1397] not var329 ) until [1146,1968] Always [616,1236] ((var330 until [1643,1956] var331))))","{'or': [{'not': {'until': {'bound': (372, 1843), 'expressions': [{'and': ['var324', 'var325']}, {'not': 'var326'}]}}}, {'until': {'bound': (1146, 1968), 'expressions': [{'until': {'bound': (41, 1397), 'expressions': [{'or': ['var327', 'var328']}, {'not': 'var329'}]}}, {'globally': {'bound': (616, 1236), 'expression': {'until': {'bound': (1643, 1956), 'expressions': ['var330', 'var331']}}}}]}}]}","The formula describes a logical expression that combines different sub-expressions. It consists of two main branches joined by an 'or' operator. The first branch includes two sub-expressions connected by an 'and' operator, each of which is bound from a specific time range. The second branch includes two sub-expressions connected by an 'or' operator, with the first sub-expression being negated. The second sub-expression in the second branch is an 'until' expression, which is bound from a specific time range and includes two sub-expressions connected by an 'and' operator."
"(((G [176,796] (var332) || F [1318,1400] var333) until [1962,1989] F [300,1918] (var334 until [1539,1562] var335)) || ((not var336  until [1797,1834] F [1566,1940] var337) || G [500,1597] (G [345,1873] (var338))))","(((Always [176,796] (var332) or Finally [1318,1400] var333) until [1962,1989] Finally [300,1918] (var334 until [1539,1562] var335)) or ((not var336  until [1797,1834] Finally [1566,1940] var337) or Always [500,1597] (Always [345,1873] (var338))))","{'or': [{'until': {'bound': (1962, 1989), 'expressions': [{'or': [{'globally': {'bound': (176, 796), 'expression': 'var332'}}, {'eventually': {'bound': (1318, 1400), 'expression': 'var333'}}]}, {'eventually': {'bound': (300, 1918), 'expression': {'until': {'bound': (1539, 1562), 'expressions': ['var334', 'var335']}}}}]}}, {'or': [{'until': {'bound': (1797, 1834), 'expressions': [{'not': 'var336'}, {'eventually': {'bound': (1566, 1940), 'expression': 'var337'}}]}}, {'globally': {'bound': (500, 1597), 'expression': {'globally': {'bound': (345, 1873), 'expression': 'var338'}}}}]}]}","The formula represents a temporal logic expression that specifies a pattern of events and conditions over a specific time interval. It involves the use of logical operators such as 'and', 'not', 'until', 'globally', and 'eventually', which are applied to different variables and time bounds. The formula is structured using nested expressions and has specific time intervals assigned to each subexpression."
"not not F [786,1230] (var339 until [1394,1775] var340)  ","not not Finally [786,1230] (var339 until [1394,1775] var340)  ","{'not': {'not': {'eventually': {'bound': (786, 1230), 'expression': {'until': {'bound': (1394, 1775), 'expressions': ['var339', 'var340']}}}}}}","The formula describes a logical expression involving the operators 'not', 'and', 'or', 'until', and 'globally'. It specifies conditions and time intervals for certain variables ('var324', 'var325', 'var326', 'var327', 'var328', 'var329', 'var330', 'var331') to be true or false within specific time intervals."
"not ((F [920,1216] var341 || (var342 || var343)) until [1786,1908] F [349,1677] F [980,1426] var344) ","not ((Finally [920,1216] var341 or (var342 or var343)) until [1786,1908] Finally [349,1677] Finally [980,1426] var344) ","{'not': {'until': {'bound': (1786, 1908), 'expressions': [{'or': [{'eventually': {'bound': (920, 1216), 'expression': 'var341'}}, {'or': ['var342', 'var343']}]}, {'eventually': {'bound': (349, 1677), 'expression': {'eventually': {'bound': (980, 1426), 'expression': 'var344'}}}}]}}}","The formula represents a logical expression involving the operators ""or"" and ""until"". It consists of two main branches, each containing sub-expressions. The first branch includes a ""Globally"" operator from time 176 to 796 for ""var332"", or an ""Eventually"" operator from time 1318 to 1400 for ""var333"", or an ""Eventually"" operator from time 300 to 1918 for an ""Until"" expression. The ""Until"" expression includes ""var334"" and ""var335"" for a duration from time 1539 to 1562. The second branch includes a ""Not"" operator for ""var336"" until time 1797 to 1834, or an ""Eventually"" operator for ""var337"" from time 1566 to 1940, or a ""Globally"" operator from time 500 to 1597, containing another ""Globally"" operator for ""var338"" from time 345 to 1873."
"((((var345 && var346) until [1318,1888] not var347 ) || G [552,724] ((var348 || var349))) || (G [1930,1989] ((var350 && var351)) && not not var352  ))","((((var345 and var346) until [1318,1888] not var347 ) or Always [552,724] ((var348 or var349))) or (Always [1930,1989] ((var350 and var351)) and not not var352  ))","{'or': [{'or': [{'until': {'bound': (1318, 1888), 'expressions': [{'and': ['var345', 'var346']}, {'not': 'var347'}]}}, {'globally': {'bound': (552, 724), 'expression': {'or': ['var348', 'var349']}}}]}, {'and': [{'globally': {'bound': (1930, 1989), 'expression': {'and': ['var350', 'var351']}}}, {'not': {'not': 'var352'}}]}]}","The formula is a negation of a negation of the event F from time 786 to 1230, until the event var340 from time 1394 to 1775."
"((((var353 && var354) || (var355 until [924,932] var356)) until [1236,1528] not not var357  ) until [1147,1412] (F [301,1181] G [426,625] (var358) || not G [422,677] (var359) ))","((((var353 and var354) or (var355 until [924,932] var356)) until [1236,1528] not not var357  ) until [1147,1412] (Finally [301,1181] Always [426,625] (var358) or not Always [422,677] (var359) ))","{'until': {'bound': (1147, 1412), 'expressions': [{'until': {'bound': (1236, 1528), 'expressions': [{'or': [{'and': ['var353', 'var354']}, {'until': {'bound': (924, 932), 'expressions': ['var355', 'var356']}}]}, {'not': {'not': 'var357'}}]}}, {'or': [{'eventually': {'bound': (301, 1181), 'expression': {'globally': {'bound': (426, 625), 'expression': 'var358'}}}}, {'not': {'globally': {'bound': (422, 677), 'expression': 'var359'}}}]}]}}","The formula represents the negation of an event happening from time 920 to 1216, or the disjunction of two events happening at any time, until an event happens from time 1786 to 1908, and eventually an event happens from time 349 to 1677, and eventually an event happens from time 980 to 1426."
"((((var360 && var361) && (var362 || var363)) || G [1045,1666] (not var364 )) until [1900,1969] (not (var365 || var366)  && ((var367 || var368) until [637,1049] (var369 || var370))))","((((var360 and var361) and (var362 or var363)) or Always [1045,1666] (not var364 )) until [1900,1969] (not (var365 or var366)  and ((var367 or var368) until [637,1049] (var369 or var370))))","{'until': {'bound': (1900, 1969), 'expressions': [{'or': [{'and': [{'and': ['var360', 'var361']}, {'or': ['var362', 'var363']}]}, {'globally': {'bound': (1045, 1666), 'expression': {'not': 'var364'}}}]}, {'and': [{'not': {'or': ['var365', 'var366']}}, {'until': {'bound': (637, 1049), 'expressions': [{'or': ['var367', 'var368']}, {'or': ['var369', 'var370']}]}}]}]}}","The formula represents a complex logical expression that combines several sub-expressions using logical operators such as ""and"", ""or"", ""not"", ""until"", and ""globally"". The formula specifies conditions that are satisfied over different time intervals, ranging from specific time intervals to globally."
"(not not G [75,524] ((var371 until [716,1454] var372))   || not (not G [1231,1583] (var373)  until [539,1043] ((var374 until [84,1729] var375) || F [763,1097] var376)) )","(not not Always [75,524] ((var371 until [716,1454] var372))   or not (not Always [1231,1583] (var373)  until [539,1043] ((var374 until [84,1729] var375) or Finally [763,1097] var376)) )","{'or': [{'not': {'not': {'globally': {'bound': (75, 524), 'expression': {'until': {'bound': (716, 1454), 'expressions': ['var371', 'var372']}}}}}}, {'not': {'until': {'bound': (539, 1043), 'expressions': [{'not': {'globally': {'bound': (1231, 1583), 'expression': 'var373'}}}, {'or': [{'until': {'bound': (84, 1729), 'expressions': ['var374', 'var375']}}, {'eventually': {'bound': (763, 1097), 'expression': 'var376'}}]}]}}}]}","The formula represents a sequence of nested until operators that combine logical expressions and time bounds. It includes conjunctions, disjunctions, negations, and the F and G operators."
"((((G [1291,1781] (var377) until [1394,1595] (var378 until [1874,1985] var379)) && (G [1761,2000] (var380) && (var381 && var382))) || ((not var383  && G [1993,1999] (var384)) && ((var385 || var386) && (var387 && var388)))) || not (((var389 || var390) && F [386,1232] var391) || (F [370,1712] var392 until [816,1670] (var393 && var394))) )","((((Always [1291,1781] (var377) until [1394,1595] (var378 until [1874,1985] var379)) and (Always [1761,2000] (var380) and (var381 and var382))) or ((not var383  and Always [1993,1999] (var384)) and ((var385 or var386) and (var387 and var388)))) or not (((var389 or var390) and Finally [386,1232] var391) or (Finally [370,1712] var392 until [816,1670] (var393 and var394))) )","{'or': [{'or': [{'and': [{'until': {'bound': (1394, 1595), 'expressions': [{'globally': {'bound': (1291, 1781), 'expression': 'var377'}}, {'until': {'bound': (1874, 1985), 'expressions': ['var378', 'var379']}}]}}, {'and': [{'globally': {'bound': (1761, 2000), 'expression': 'var380'}}, {'and': ['var381', 'var382']}]}]}, {'and': [{'and': [{'not': 'var383'}, {'globally': {'bound': (1993, 1999), 'expression': 'var384'}}]}, {'and': [{'or': ['var385', 'var386']}, {'and': ['var387', 'var388']}]}]}]}, {'not': {'or': [{'and': [{'or': ['var389', 'var390']}, {'eventually': {'bound': (386, 1232), 'expression': 'var391'}}]}, {'until': {'bound': (816, 1670), 'expressions': [{'eventually': {'bound': (370, 1712), 'expression': 'var392'}}, {'and': ['var393', 'var394']}]}}]}}]}","The formula is a composition of logical operators and temporal operators. It represents a condition that holds true from time 1900 to 1969, where the condition is the conjunction of two expressions: the first expression is the disjunction of the conjunction of two variables (var360 and var361) and the disjunction of two other variables (var362 and var363), and the second expression is the negation of the disjunction of two variables (var365 and var366) and the conjunction of two variables (var367 and var368) until the condition is satisfied from time 637 to 1049, where the condition is the disjunction of two variables (var369 and var370)."
"(((F [1087,1564] not var395  || not (var396 || var397) ) || not ((var398 || var399) until [1746,1849] G [951,1424] (var400)) ) until [504,1254] G [1434,1608] (((not var401  || F [1028,1837] var402) && G [890,1536] ((var403 && var404)))))","(((Finally [1087,1564] not var395  or not (var396 or var397) ) or not ((var398 or var399) until [1746,1849] Always [951,1424] (var400)) ) until [504,1254] Always [1434,1608] (((not var401  or Finally [1028,1837] var402) and Always [890,1536] ((var403 and var404)))))","{'until': {'bound': (504, 1254), 'expressions': [{'or': [{'or': [{'eventually': {'bound': (1087, 1564), 'expression': {'not': 'var395'}}}, {'not': {'or': ['var396', 'var397']}}]}, {'not': {'until': {'bound': (1746, 1849), 'expressions': [{'or': ['var398', 'var399']}, {'globally': {'bound': (951, 1424), 'expression': 'var400'}}]}}}]}, {'globally': {'bound': (1434, 1608), 'expression': {'and': [{'or': [{'not': 'var401'}, {'eventually': {'bound': (1028, 1837), 'expression': 'var402'}}]}, {'globally': {'bound': (890, 1536), 'expression': {'and': ['var403', 'var404']}}}]}}}]}}","The formula represents a logical expression involving temporal operators and variables. It describes a combination of negations, globally and until operators with specified time bounds, and an eventually operator. The formula is represented as an abstract syntax tree, with nested structures indicating the relationships and operators used."
"(G [1460,1622] ((F [1205,1402] (var405 until [239,558] var406) && ((var407 && var408) && (var409 until [1622,1872] var410)))) until [749,839] G [447,1773] ((((var411 && var412) && (var413 until [626,1835] var414)) until [580,1366] G [675,1169] (F [968,993] var415))))","(Always [1460,1622] ((Finally [1205,1402] (var405 until [239,558] var406) and ((var407 and var408) and (var409 until [1622,1872] var410)))) until [749,839] Always [447,1773] ((((var411 and var412) and (var413 until [626,1835] var414)) until [580,1366] Always [675,1169] (Finally [968,993] var415))))","{'until': {'bound': (749, 839), 'expressions': [{'globally': {'bound': (1460, 1622), 'expression': {'and': [{'eventually': {'bound': (1205, 1402), 'expression': {'until': {'bound': (239, 558), 'expressions': ['var405', 'var406']}}}}, {'and': [{'and': ['var407', 'var408']}, {'until': {'bound': (1622, 1872), 'expressions': ['var409', 'var410']}}]}]}}}, {'globally': {'bound': (447, 1773), 'expression': {'until': {'bound': (580, 1366), 'expressions': [{'and': [{'and': ['var411', 'var412']}, {'until': {'bound': (626, 1835), 'expressions': ['var413', 'var414']}}]}, {'globally': {'bound': (675, 1169), 'expression': {'eventually': {'bound': (968, 993), 'expression': 'var415'}}}}]}}}}]}}","The formula represents a logical expression that combines various conditions using logical operators such as ""and,"" ""or,"" and ""not."" The formula is divided into two main parts, each enclosed in parentheses and connected by the ""or"" operator. Within each part, there are nested conditions and operators, including ""and,"" ""or,"" ""not,"" ""globally,"" ""eventually,"" and ""until."" The formula also includes time bounds for certain conditions, specifying the time intervals during which those conditions should hold."
"(((G [1303,1958] (not var416 ) until [949,1437] G [1985,1998] (F [1642,1862] var417)) || G [322,1193] (((var418 until [1312,1633] var419) || (var420 until [1959,1978] var421)))) && (not not (var422 until [507,1969] var423)   until [1493,1730] G [1430,1924] (not (var424 && var425) )))","(((Always [1303,1958] (not var416 ) until [949,1437] Always [1985,1998] (Finally [1642,1862] var417)) or Always [322,1193] (((var418 until [1312,1633] var419) or (var420 until [1959,1978] var421)))) and (not not (var422 until [507,1969] var423)   until [1493,1730] Always [1430,1924] (not (var424 and var425) )))","{'and': [{'or': [{'until': {'bound': (949, 1437), 'expressions': [{'globally': {'bound': (1303, 1958), 'expression': {'not': 'var416'}}}, {'globally': {'bound': (1985, 1998), 'expression': {'eventually': {'bound': (1642, 1862), 'expression': 'var417'}}}}]}}, {'globally': {'bound': (322, 1193), 'expression': {'or': [{'until': {'bound': (1312, 1633), 'expressions': ['var418', 'var419']}}, {'until': {'bound': (1959, 1978), 'expressions': ['var420', 'var421']}}]}}}]}, {'until': {'bound': (1493, 1730), 'expressions': [{'not': {'not': {'until': {'bound': (507, 1969), 'expressions': ['var422', 'var423']}}}}, {'globally': {'bound': (1430, 1924), 'expression': {'not': {'and': ['var424', 'var425']}}}}]}}]}","The formula represents a complex logical expression involving various operators such as 'not', '||' (logical OR), '&&' (logical AND), 'until', 'globally', and 'eventually'. It specifies conditions that must be satisfied or not satisfied within certain time ranges."
